clause_id,source_id,book_title,canonical_clause_no,text_type,chapter,six_channel,original_text,normalized_text,formula_names,check_source_attribution,check_clause_number,check_textual_boundary,check_original_text,check_chapter,check_formula_reference,check_source_position,review_status,corrected_field,original_value,corrected_value,reviewer_id,review_date,reason,notes
SHL_SONGBEN_0339,SHSRC0033,傷寒論（宋本）,339.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒，熱少微厥，指頭寒，嘿嘿不欲食，煩躁。數日，小便利，色白者，此熱除也，欲得食，其病為愈。若厥而嘔，胸脇煩滿者，其後必便血。,傷寒，熱少微厥，指頭寒，嘿嘿不欲食，煩躁。數日，小便利，色白者，此熱除也，欲得食，其病為愈。若厥而嘔，胸脇煩滿者，其後必便血。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0340,SHSRC0033,傷寒論（宋本）,340.0,original_clause,辨厥陰病脈證並治,厥陰病,病者手足厥冷，言我不結胸，小腹滿，按之痛者，此冷結在膀胱關元也。,病者手足厥冷，言我不結胸，小腹滿，按之痛者，此冷結在膀胱關元也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0341,SHSRC0033,傷寒論（宋本）,341.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒發熱四日，厥反三日，復熱四日，厥少熱多者，其病當愈。四日至七日，熱不除者，必便膿血。,傷寒發熱四日，厥反三日，復熱四日，厥少熱多者，其病當愈。四日至七日，熱不除者，必便膿血。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0342,SHSRC0033,傷寒論（宋本）,342.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒，厥四日，熱反三日，復厥五日，其病為進。寒多熱少，陽氣退，故為進也。,傷寒，厥四日，熱反三日，復厥五日，其病為進。寒多熱少，陽氣退，故為進也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0343,SHSRC0033,傷寒論（宋本）,343.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒六七日，脈微，手足厥冷，煩躁，灸厥陰，厥不還者，死。,傷寒六七日，脈微，手足厥冷，煩躁，灸厥陰，厥不還者，死。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0344,SHSRC0033,傷寒論（宋本）,344.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒發熱，下利，厥逆，躁不得臥者，死。,傷寒發熱，下利，厥逆，躁不得臥者，死。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0345,SHSRC0033,傷寒論（宋本）,345.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒發熱，下利至甚，厥不止者，死。,傷寒發熱，下利至甚，厥不止者，死。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0346,SHSRC0033,傷寒論（宋本）,346.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒六七日，不利，便發熱而利，其人汗出不止者，死。有陰無陽故也。,傷寒六七日，不利，便發熱而利，其人汗出不止者，死。有陰無陽故也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0347,SHSRC0033,傷寒論（宋本）,347.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒五六日，不結胸，腹濡，脈虛復厥者，不可下，此亡血，下之死。,傷寒五六日，不結胸，腹濡，脈虛復厥者，不可下，此亡血，下之死。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0348,SHSRC0033,傷寒論（宋本）,348.0,original_clause,辨厥陰病脈證並治,厥陰病,發熱而厥，七日下利者，為難治。,發熱而厥，七日下利者，為難治。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0349,SHSRC0033,傷寒論（宋本）,349.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒脈促，手足厥逆，可灸之。,傷寒脈促，手足厥逆，可灸之。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0350,SHSRC0033,傷寒論（宋本）,350.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒，脈滑而厥者，裏有熱，白虎湯主之。,傷寒，脈滑而厥者，裏有熱，白虎湯主之。,['白虎湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0351,SHSRC0033,傷寒論（宋本）,351.0,original_clause,辨厥陰病脈證並治,厥陰病,手足厥寒，脈細欲絕者，當歸四逆湯主之。,手足厥寒，脈細欲絕者，當歸四逆湯主之。,['當歸四逆湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0352,SHSRC0033,傷寒論（宋本）,352.0,original_clause,辨厥陰病脈證並治,厥陰病,若其人內有久寒者，宜當歸四逆加吳茱萸生薑湯。,若其人內有久寒者，宜當歸四逆加吳茱萸生薑湯。,"['當歸四逆湯', '當歸四逆加吳茱萸生薑湯']",,,,,,,,,,,,,,,
SHL_SONGBEN_0353,SHSRC0033,傷寒論（宋本）,353.0,original_clause,辨厥陰病脈證並治,厥陰病,大汗出，熱不去，內拘急，四肢疼，又下利厥逆而惡寒者，四逆湯主之。,大汗出，熱不去，內拘急，四肢疼，又下利厥逆而惡寒者，四逆湯主之。,['四逆湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0354,SHSRC0033,傷寒論（宋本）,354.0,original_clause,辨厥陰病脈證並治,厥陰病,大汗，若大下利而厥冷者，四逆湯主之。,大汗，若大下利而厥冷者，四逆湯主之。,['四逆湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0355,SHSRC0033,傷寒論（宋本）,355.0,original_clause,辨厥陰病脈證並治,厥陰病,病人手足厥冷，脈乍緊者，邪結在胸中，心下滿而煩，飢不能食者，病在胸中，當須吐之，宜瓜蒂散。,病人手足厥冷，脈乍緊者，邪結在胸中，心下滿而煩，飢不能食者，病在胸中，當須吐之，宜瓜蒂散。,['瓜蒂散'],,,,,,,,,,,,,,,
SHL_SONGBEN_0356,SHSRC0033,傷寒論（宋本）,356.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒，厥而心下悸，宜先治水，當服茯苓甘草湯，卻治其厥。不爾，水漬入胃，必作利也。,傷寒，厥而心下悸，宜先治水，當服茯苓甘草湯，卻治其厥。不爾，水漬入胃，必作利也。,['茯苓甘草湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0357,SHSRC0033,傷寒論（宋本）,357.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒六七日，大下後，寸脈沉而遲，手足厥逆，下部脈不至，喉咽不利，唾膿血，泄利不止者，為難治，麻黃升麻湯主之。,傷寒六七日，大下後，寸脈沉而遲，手足厥逆，下部脈不至，喉咽不利，唾膿血，泄利不止者，為難治，麻黃升麻湯主之。,['麻黃升麻湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0358,SHSRC0033,傷寒論（宋本）,358.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒四五日，腹中痛，若轉氣下趣少腹者，此欲自利也。,傷寒四五日，腹中痛，若轉氣下趣少腹者，此欲自利也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0359,SHSRC0033,傷寒論（宋本）,359.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒本自寒下，醫復吐下之，寒格，更逆吐下，若食入口即吐，乾薑黃芩黃連人參湯主之。,傷寒本自寒下，醫復吐下之，寒格，更逆吐下，若食入口即吐，乾薑黃芩黃連人參湯主之。,['乾薑黃芩黃連人參湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0360,SHSRC0033,傷寒論（宋本）,360.0,original_clause,辨厥陰病脈證並治,厥陰病,下利，有微熱而渴，脈弱者，今自愈。,下利，有微熱而渴，脈弱者，今自愈。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0361,SHSRC0033,傷寒論（宋本）,361.0,original_clause,辨厥陰病脈證並治,厥陰病,下利脈數，有微熱汗出，今自愈。設復緊，為未解。,下利脈數，有微熱汗出，今自愈。設復緊，為未解。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0362,SHSRC0033,傷寒論（宋本）,362.0,original_clause,辨厥陰病脈證並治,厥陰病,下利，手足厥冷，無脈者，灸之。不溫。若脈不還，反微喘者，死。少陰負趺陽者，為順也。,下利，手足厥冷，無脈者，灸之。不溫。若脈不還，反微喘者，死。少陰負趺陽者，為順也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0363,SHSRC0033,傷寒論（宋本）,363.0,original_clause,辨厥陰病脈證並治,厥陰病,下利，寸脈反浮數，尺中自濇者，必清膿血。,下利，寸脈反浮數，尺中自濇者，必清膿血。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0364,SHSRC0033,傷寒論（宋本）,364.0,original_clause,辨厥陰病脈證並治,厥陰病,下利清穀，不可攻表，汗出必脹滿。,下利清穀，不可攻表，汗出必脹滿。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0365,SHSRC0033,傷寒論（宋本）,365.0,original_clause,辨厥陰病脈證並治,厥陰病,下利，脈沉弦者，下重也；脈大者，為未止；脈微弱數者，為欲自止，雖發熱，不死。,下利，脈沉弦者，下重也；脈大者，為未止；脈微弱數者，為欲自止，雖發熱，不死。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0366,SHSRC0033,傷寒論（宋本）,366.0,original_clause,辨厥陰病脈證並治,厥陰病,下利，脈沉而遲，其人面少赤，身有微熱，下利清穀者，必鬱冒汗出而解。病人必微厥。所以然者，其面戴陽，下虛故也。,下利，脈沉而遲，其人面少赤，身有微熱，下利清穀者，必鬱冒汗出而解。病人必微厥。所以然者，其面戴陽，下虛故也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0367,SHSRC0033,傷寒論（宋本）,367.0,original_clause,辨厥陰病脈證並治,厥陰病,下利，脈數而渴者，今自愈。設不差，必清膿血，以有熱故也。,下利，脈數而渴者，今自愈。設不差，必清膿血，以有熱故也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0368,SHSRC0033,傷寒論（宋本）,368.0,original_clause,辨厥陰病脈證並治,厥陰病,下利後脈絕，手足厥冷，晬時脈還，手足溫者生，脈不還者死。,下利後脈絕，手足厥冷，晬時脈還，手足溫者生，脈不還者死。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0369,SHSRC0033,傷寒論（宋本）,369.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒下利，日十餘行，脈反實者，死。,傷寒下利，日十餘行，脈反實者，死。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0370,SHSRC0033,傷寒論（宋本）,370.0,original_clause,辨厥陰病脈證並治,厥陰病,下利清穀，裏寒外熱，汗出而厥者，通脈四逆湯主之。,下利清穀，裏寒外熱，汗出而厥者，通脈四逆湯主之。,['通脈四逆湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0371,SHSRC0033,傷寒論（宋本）,371.0,original_clause,辨厥陰病脈證並治,厥陰病,熱利下重者，白頭翁湯主之。,熱利下重者，白頭翁湯主之。,['白頭翁湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0372,SHSRC0033,傷寒論（宋本）,372.0,original_clause,辨厥陰病脈證並治,厥陰病,下利腹脹滿，身體疼痛者，先溫其裏，乃攻其表。溫裏宜四逆湯，攻表宜桂枝湯。,下利腹脹滿，身體疼痛者，先溫其裏，乃攻其表。溫裏宜四逆湯，攻表宜桂枝湯。,"['四逆湯', '桂枝湯']",,,,,,,,,,,,,,,
SHL_SONGBEN_0373,SHSRC0033,傷寒論（宋本）,373.0,original_clause,辨厥陰病脈證並治,厥陰病,下利欲飲水者，以有熱故也，白頭翁湯主之。,下利欲飲水者，以有熱故也，白頭翁湯主之。,['白頭翁湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0374,SHSRC0033,傷寒論（宋本）,374.0,original_clause,辨厥陰病脈證並治,厥陰病,下利譫語者，有燥屎也，宜小承氣湯。,下利譫語者，有燥屎也，宜小承氣湯。,['小承氣湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0375,SHSRC0033,傷寒論（宋本）,375.0,original_clause,辨厥陰病脈證並治,厥陰病,下利後，更煩，按之心下濡者，為虛煩也，宜梔子豉湯。,下利後，更煩，按之心下濡者，為虛煩也，宜梔子豉湯。,['梔子豉湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0376,SHSRC0033,傷寒論（宋本）,376.0,original_clause,辨厥陰病脈證並治,厥陰病,嘔家有癰膿者，不可治嘔，膿盡自愈。,嘔家有癰膿者，不可治嘔，膿盡自愈。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0377,SHSRC0033,傷寒論（宋本）,377.0,original_clause,辨厥陰病脈證並治,厥陰病,嘔而脈弱，小便復利，身有微熱，見厥者難治，四逆湯主之。,嘔而脈弱，小便復利，身有微熱，見厥者難治，四逆湯主之。,['四逆湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0378,SHSRC0033,傷寒論（宋本）,378.0,original_clause,辨厥陰病脈證並治,厥陰病,乾嘔，吐涎沫，頭痛者，吳茱萸湯主之。,乾嘔，吐涎沫，頭痛者，吳茱萸湯主之。,['吳茱萸湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0379,SHSRC0033,傷寒論（宋本）,379.0,original_clause,辨厥陰病脈證並治,厥陰病,嘔而發熱者，小柴胡湯主之。,嘔而發熱者，小柴胡湯主之。,['小柴胡湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0380,SHSRC0033,傷寒論（宋本）,380.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒，大吐、大下之，極虛，復極汗者，其人外氣怫鬱，復與之水，以發其汗，因得噦。所以然者，胃中寒冷故也。,傷寒，大吐、大下之，極虛，復極汗者，其人外氣怫鬱，復與之水，以發其汗，因得噦。所以然者，胃中寒冷故也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0381,SHSRC0033,傷寒論（宋本）,381.0,original_clause,辨厥陰病脈證並治,厥陰病,傷寒，噦而腹滿，視其前後，知何部不利，利之即愈。,傷寒，噦而腹滿，視其前後，知何部不利，利之即愈。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0382,SHSRC0033,傷寒論（宋本）,382.0,original_clause,辨霍亂病脈證並治,霍亂病,問曰：病有霍亂者何？答曰：嘔吐而利，此名霍亂。,問曰：病有霍亂者何？答曰：嘔吐而利，此名霍亂。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0383,SHSRC0033,傷寒論（宋本）,383.0,original_clause,辨霍亂病脈證並治,霍亂病,問曰：病發熱、頭痛、身疼、惡寒、吐利者，此屬何病？答曰：此名霍亂。霍亂自吐下，又利止，復更發熱也。,問曰：病發熱、頭痛、身疼、惡寒、吐利者，此屬何病？答曰：此名霍亂。霍亂自吐下，又利止，復更發熱也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0384,SHSRC0033,傷寒論（宋本）,384.0,original_clause,辨霍亂病脈證並治,霍亂病,傷寒，其脈微濇者，本是霍亂，今是傷寒，卻四五日，至陰經上，轉入陰必利；本嘔，下利者，不可治也。欲似大便，而反失氣，仍不利者，此屬陽明也，便必鞕，十三日愈。所以然者，經盡故也。下利後，當便鞕，鞕則能食者愈。今反不能食，到後經中，頗能食，復過一經能食，過之一日當愈；不愈者，不屬陽明也。,傷寒，其脈微濇者，本是霍亂，今是傷寒，卻四五日，至陰經上，轉入陰必利；本嘔，下利者，不可治也。欲似大便，而反失氣，仍不利者，此屬陽明也，便必鞕，十三日愈。所以然者，經盡故也。下利後，當便鞕，鞕則能食者愈。今反不能食，到後經中，頗能食，復過一經能食，過之一日當愈；不愈者，不屬陽明也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0385,SHSRC0033,傷寒論（宋本）,385.0,original_clause,辨霍亂病脈證並治,霍亂病,惡寒脈微而復利，利止，亡血也，四逆加人參湯主之。,惡寒脈微而復利，利止，亡血也，四逆加人參湯主之。,['四逆加人參湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0386,SHSRC0033,傷寒論（宋本）,386.0,original_clause,辨霍亂病脈證並治,霍亂病,霍亂，頭痛，發熱，身疼痛，熱多欲飲水者，五苓散主之。寒多不用水者，理中丸主之。,霍亂，頭痛，發熱，身疼痛，熱多欲飲水者，五苓散主之。寒多不用水者，理中丸主之。,"['理中丸', '五苓散']",,,,,,,,,,,,,,,
SHL_SONGBEN_0387,SHSRC0033,傷寒論（宋本）,387.0,original_clause,辨霍亂病脈證並治,霍亂病,吐利止而身痛不休者，當消息和解其外，宜桂枝湯小和之。,吐利止而身痛不休者，當消息和解其外，宜桂枝湯小和之。,['桂枝湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0388,SHSRC0033,傷寒論（宋本）,388.0,original_clause,辨霍亂病脈證並治,霍亂病,吐利，汗出，發熱，惡寒，四肢拘急，手足厥冷者，四逆湯主之。,吐利，汗出，發熱，惡寒，四肢拘急，手足厥冷者，四逆湯主之。,['四逆湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0389,SHSRC0033,傷寒論（宋本）,389.0,original_clause,辨霍亂病脈證並治,霍亂病,既吐且利，小便復利而大汗出，下利清穀，內寒外熱，脈微欲絕者，四逆湯主之。,既吐且利，小便復利而大汗出，下利清穀，內寒外熱，脈微欲絕者，四逆湯主之。,['四逆湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0390,SHSRC0033,傷寒論（宋本）,390.0,original_clause,辨霍亂病脈證並治,霍亂病,吐已下斷，汗出而厥，四肢拘急不解，脈微欲絕者，通脈四逆加豬膽汁湯主之。,吐已下斷，汗出而厥，四肢拘急不解，脈微欲絕者，通脈四逆加豬膽汁湯主之。,['通脈四逆加豬膽汁湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0391,SHSRC0033,傷寒論（宋本）,391.0,original_clause,辨霍亂病脈證並治,霍亂病,吐利，發汗，脈平，小煩者，以新虛不勝穀氣故也。,吐利，發汗，脈平，小煩者，以新虛不勝穀氣故也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0392,SHSRC0033,傷寒論（宋本）,392.0,original_clause,辨陰陽易差後勞復病脈證並治,陰陽易差後勞復病,傷寒陰陽易之為病，其人身體重，少氣，少腹裏急，或引陰中拘攣，熱上衝胸，頭重不欲舉，眼中生花，膝脛拘急者，燒褌散主之。,傷寒陰陽易之為病，其人身體重，少氣，少腹裏急，或引陰中拘攣，熱上衝胸，頭重不欲舉，眼中生花，膝脛拘急者，燒褌散主之。,['燒褌散'],,,,,,,,,,,,,,,
SHL_SONGBEN_0393,SHSRC0033,傷寒論（宋本）,393.0,original_clause,辨陰陽易差後勞復病脈證並治,陰陽易差後勞復病,大病差後，勞復者，枳實梔子豉湯主之。,大病差後，勞復者，枳實梔子豉湯主之。,['枳實梔子豉湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0394,SHSRC0033,傷寒論（宋本）,394.0,original_clause,辨陰陽易差後勞復病脈證並治,陰陽易差後勞復病,傷寒差以後，更發熱，小柴胡湯主之。脈浮者，以汗解之；脈沉實者，以下解之。,傷寒差以後，更發熱，小柴胡湯主之。脈浮者，以汗解之；脈沉實者，以下解之。,['小柴胡湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0395,SHSRC0033,傷寒論（宋本）,395.0,original_clause,辨陰陽易差後勞復病脈證並治,陰陽易差後勞復病,大病差後，從腰以下有水氣者，牡蠣澤瀉散主之。,大病差後，從腰以下有水氣者，牡蠣澤瀉散主之。,['牡蠣澤瀉散'],,,,,,,,,,,,,,,
SHL_SONGBEN_0396,SHSRC0033,傷寒論（宋本）,396.0,original_clause,辨陰陽易差後勞復病脈證並治,陰陽易差後勞復病,大病差後，喜唾，久不了了，胸上有寒，當以丸藥溫之，宜理中丸。,大病差後，喜唾，久不了了，胸上有寒，當以丸藥溫之，宜理中丸。,['理中丸'],,,,,,,,,,,,,,,
SHL_SONGBEN_0397,SHSRC0033,傷寒論（宋本）,397.0,original_clause,辨陰陽易差後勞復病脈證並治,陰陽易差後勞復病,傷寒解後，虛羸少氣，氣逆欲吐，竹葉石膏湯主之。,傷寒解後，虛羸少氣，氣逆欲吐，竹葉石膏湯主之。,['竹葉石膏湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0398,SHSRC0033,傷寒論（宋本）,398.0,original_clause,辨陰陽易差後勞復病脈證並治,陰陽易差後勞復病,病人脈已解，而日暮微煩，以病新差，人強與穀，脾胃氣尚弱，不能消穀，故令微煩，損穀則愈。,病人脈已解，而日暮微煩，以病新差，人強與穀，脾胃氣尚弱，不能消穀，故令微煩，損穀則愈。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0001,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,問曰：脈有陰陽者，何謂也？答曰：凡脈大、浮、數、動、滑，此名陽也；脈沉、濇、弱、弦、微，此名陰也，凡陰病見陽脈者生，陽病見陰脈者死。,問曰：脈有陰陽者，何謂也？答曰：凡脈大、浮、數、動、滑，此名陽也；脈沉、濇、弱、弦、微，此名陰也，凡陰病見陽脈者生，陽病見陰脈者死。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0002,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,問曰：脈有陽結陰結者，何以別之？答曰：其脈浮而數，能食，不大便者，此為實，名曰陽結也，期十七日當劇。其脈沉而遲，不能食，身體重，大便反鞕，名曰陰結也，期十四日當劇。,問曰：脈有陽結陰結者，何以別之？答曰：其脈浮而數，能食，不大便者，此為實，名曰陽結也，期十七日當劇。其脈沉而遲，不能食，身體重，大便反鞕，名曰陰結也，期十四日當劇。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0003,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,問曰：病有灑淅惡寒而復發熱者何？答曰：陰脈不足，陽往從之；陽脈不足，陰往乘之。曰：何謂陽不足？答曰：假令寸口脈微，名曰陽不足，陰氣上入陽中，則灑淅惡寒也。曰：何謂陰不足？答曰：假令尺脈弱，名曰陰不足，陽氣下陷入陰中，則發熱也。,問曰：病有灑淅惡寒而復發熱者何？答曰：陰脈不足，陽往從之；陽脈不足，陰往乘之。曰：何謂陽不足？答曰：假令寸口脈微，名曰陽不足，陰氣上入陽中，則灑淅惡寒也。曰：何謂陰不足？答曰：假令尺脈弱，名曰陰不足，陽氣下陷入陰中，則發熱也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0004,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,陽脈浮<j>一作微</j>陰脈弱者，則血虛。血虛則筋急也。,陽脈浮陰脈弱者，則血虛。血虛則筋急也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0005,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,其脈沉者，榮氣微也。,其脈沉者，榮氣微也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0006,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,其脈浮，而汗出如流珠者，衛氣衰也。,其脈浮，而汗出如流珠者，衛氣衰也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0007,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,榮氣微者，加燒針，則血流不行，更發熱而躁煩也。,榮氣微者，加燒針，則血流不行，更發熱而躁煩也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0008,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,脈<j>一云秋脈</j>藹藹，如車蓋者，名曰陽結也。,脈藹藹，如車蓋者，名曰陽結也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0009,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,脈<j>一云夏脈</j>纍纍，如循長竿者，名曰陰結也。,脈纍纍，如循長竿者，名曰陰結也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0010,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,脈瞥瞥，如羹上肥者，陽氣微也。,脈瞥瞥，如羹上肥者，陽氣微也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0011,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,脈縈縈，如蜘蛛絲者，陽氣<j>一云陰氣</j>衰也。,脈縈縈，如蜘蛛絲者，陽氣衰也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0012,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,脈綿綿，如瀉漆之絕者，亡其血也。,脈綿綿，如瀉漆之絕者，亡其血也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0013,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,脈來緩，時一止復來者，名曰結。脈來數，時一止復來者，名曰促<j>一作縱</j>。脈陽盛則促，陰盛則結，此皆病脈。,脈來緩，時一止復來者，名曰結。脈來數，時一止復來者，名曰促。脈陽盛則促，陰盛則結，此皆病脈。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0014,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,陰陽相搏，名曰動。陽動則汗出，陰動則發熱。形冷惡寒者，此三焦傷也。,陰陽相搏，名曰動。陽動則汗出，陰動則發熱。形冷惡寒者，此三焦傷也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0015,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,若數脈見於關上，上下無頭尾，如豆大，厥厥動搖者，名曰動也。,若數脈見於關上，上下無頭尾，如豆大，厥厥動搖者，名曰動也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0016,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,陽脈浮大而濡，陰脈浮大而濡，陰脈與陽脈同等者，名曰緩也。,陽脈浮大而濡，陰脈浮大而濡，陰脈與陽脈同等者，名曰緩也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0017,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,脈浮而緊者，名曰弦也。弦者狀如弓弦，按之不移也。脈緊者，如轉索無常也。,脈浮而緊者，名曰弦也。弦者狀如弓弦，按之不移也。脈緊者，如轉索無常也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0018,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,脈弦而大，弦則為減，大則為芤。減則為寒，芤則為虛。寒虛相搏，此名為革。婦人則半產、漏下，男子則亡血、失精。,脈弦而大，弦則為減，大則為芤。減則為寒，芤則為虛。寒虛相搏，此名為革。婦人則半產、漏下，男子則亡血、失精。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0019,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,問曰：病有戰而汗出，因得解者，何也？答曰：脈浮而緊，按之反芤，此為本虛，故當戰而汗出也。其人本虛，是以發戰。以脈浮，故當汗出而解也。,問曰：病有戰而汗出，因得解者，何也？答曰：脈浮而緊，按之反芤，此為本虛，故當戰而汗出也。其人本虛，是以發戰。以脈浮，故當汗出而解也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0020,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,若脈浮而數，按之不芤，此人本不虛；若欲自解，但汗出耳。不發戰也。,若脈浮而數，按之不芤，此人本不虛；若欲自解，但汗出耳。不發戰也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_AUX_0021,SHSRC0035,傷寒論（宋本）,,auxiliary_clause,辨脈法第一,,問曰：病有不戰而汗出解者，何也？答曰：脈大而浮數，故知不戰，汗出而解也。,問曰：病有不戰而汗出解者，何也？答曰：脈大而浮數，故知不戰，汗出而解也。,[],,,,,,,,,,,,,,,
