relation_id,source_node_id,source_node_type,target_node_id,target_node_type,relation_type,description,target_citation,check_source_node,check_target_node,check_relation_type,check_evidence_source,review_status,corrected_field,original_value,corrected_value,reviewer_id,review_date,reason,notes
REL_02330,SHL_SONGBEN_0173,clause,CR_LAISU_0254,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p381,,,,,,,,,,,,
REL_02331,SHL_SONGBEN_0172,clause,CR_LAISU_0255,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p383,,,,,,,,,,,,
REL_02332,SHL_SONGBEN_0256,clause,CR_LAISU_0256,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.64）。,傷寒來蘇集:p385,,,,,,,,,,,,
REL_02333,SHL_SONGBEN_0273,clause,CR_LAISU_0257,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p386,,,,,,,,,,,,
REL_02334,SHL_SONGBEN_0278,clause,CR_LAISU_0258,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p388,,,,,,,,,,,,
REL_02335,SHL_SONGBEN_0369,clause,CR_LAISU_0259,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p389,,,,,,,,,,,,
REL_02336,SHL_SONGBEN_0280,clause,CR_LAISU_0260,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.92）。,傷寒來蘇集:p390,,,,,,,,,,,,
REL_02337,SHL_SONGBEN_0385,clause,CR_LAISU_0261,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.89）。,傷寒來蘇集:p391,,,,,,,,,,,,
REL_02338,SHL_SONGBEN_0276,clause,CR_LAISU_0262,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p392,,,,,,,,,,,,
REL_02339,SHL_SONGBEN_0274,clause,CR_LAISU_0263,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.91）。,傷寒來蘇集:p393,,,,,,,,,,,,
REL_02340,SHL_SONGBEN_0275,clause,CR_LAISU_0264,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p394,,,,,,,,,,,,
REL_02341,SHL_SONGBEN_0281,clause,CR_LAISU_0265,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p399,,,,,,,,,,,,
REL_02342,SHL_SONGBEN_0282,clause,CR_LAISU_0266,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.95）。,傷寒來蘇集:p400,,,,,,,,,,,,
REL_02343,SHL_SONGBEN_0285,clause,CR_LAISU_0267,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.79）。,傷寒來蘇集:p401,,,,,,,,,,,,
REL_02344,SHL_SONGBEN_0286,clause,CR_LAISU_0268,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.92）。,傷寒來蘇集:p402,,,,,,,,,,,,
REL_02345,SHL_SONGBEN_0283,clause,CR_LAISU_0269,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.94）。,傷寒來蘇集:p403,,,,,,,,,,,,
REL_02346,SHL_SONGBEN_0287,clause,CR_LAISU_0270,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p406,,,,,,,,,,,,
REL_02347,SHL_SONGBEN_0290,clause,CR_LAISU_0271,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p407,,,,,,,,,,,,
REL_02348,SHL_SONGBEN_0291,clause,CR_LAISU_0272,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p408,,,,,,,,,,,,
REL_02349,SHL_SONGBEN_0295,clause,CR_LAISU_0273,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.68）。,傷寒來蘇集:p409,,,,,,,,,,,,
REL_02350,SHL_SONGBEN_0289,clause,CR_LAISU_0274,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.68）。,傷寒來蘇集:p410,,,,,,,,,,,,
REL_02351,SHL_SONGBEN_0292,clause,CR_LAISU_0275,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.87）。,傷寒來蘇集:p411,,,,,,,,,,,,
REL_02352,SHL_SONGBEN_0300,clause,CR_LAISU_0276,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.72）。,傷寒來蘇集:p412,,,,,,,,,,,,
REL_02353,SHL_SONGBEN_0297,clause,CR_LAISU_0277,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.96）。,傷寒來蘇集:p413,,,,,,,,,,,,
REL_02354,SHL_SONGBEN_0299,clause,CR_LAISU_0278,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p414,,,,,,,,,,,,
REL_02355,SHL_SONGBEN_0301,clause,CR_LAISU_0279,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.73）。,傷寒來蘇集:p416,,,,,,,,,,,,
REL_02356,SHL_SONGBEN_0302,clause,CR_LAISU_0280,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.88）。,傷寒來蘇集:p417,,,,,,,,,,,,
REL_02357,SHL_SONGBEN_0293,clause,CR_LAISU_0281,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p420,,,,,,,,,,,,
REL_02358,SHL_SONGBEN_0284,clause,CR_LAISU_0282,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p421,,,,,,,,,,,,
REL_02359,SHL_SONGBEN_0294,clause,CR_LAISU_0283,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.96）。,傷寒來蘇集:p422,,,,,,,,,,,,
REL_02360,SHL_SONGBEN_0316,clause,CR_LAISU_0284,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.98）。,傷寒來蘇集:p425,,,,,,,,,,,,
REL_02361,SHL_SONGBEN_0082,clause,CR_LAISU_0285,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p427,,,,,,,,,,,,
REL_02362,SHL_SONGBEN_0386,clause,CR_LAISU_0286,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.60）。,傷寒來蘇集:p428,,,,,,,,,,,,
REL_02363,SHL_SONGBEN_0307,clause,CR_LAISU_0287,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p429,,,,,,,,,,,,
REL_02364,SHL_SONGBEN_0308,clause,CR_LAISU_0288,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.71）。,傷寒來蘇集:p431,,,,,,,,,,,,
REL_02365,SHL_SONGBEN_0225,clause,CR_LAISU_0289,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p432,,,,,,,,,,,,
REL_02366,SHL_SONGBEN_0364,clause,CR_LAISU_0290,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.83）。,傷寒來蘇集:p433,,,,,,,,,,,,
REL_02367,SHL_SONGBEN_0092,clause,CR_LAISU_0291,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.91）。,傷寒來蘇集:p435,,,,,,,,,,,,
REL_02368,SHL_SONGBEN_0354,clause,CR_LAISU_0292,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p436,,,,,,,,,,,,
REL_02369,SHL_SONGBEN_0353,clause,CR_LAISU_0293,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p437,,,,,,,,,,,,
REL_02370,SHL_SONGBEN_0377,clause,CR_LAISU_0294,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p438,,,,,,,,,,,,
REL_02371,SHL_SONGBEN_0389,clause,CR_LAISU_0295,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p439,,,,,,,,,,,,
REL_02372,SHL_SONGBEN_0388,clause,CR_LAISU_0296,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p440,,,,,,,,,,,,
REL_02373,SHL_SONGBEN_0317,clause,CR_LAISU_0297,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p442,,,,,,,,,,,,
REL_02374,SHL_SONGBEN_0366,clause,CR_LAISU_0298,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.85）。,傷寒來蘇集:p443,,,,,,,,,,,,
REL_02375,SHL_SONGBEN_0390,clause,CR_LAISU_0299,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p444,,,,,,,,,,,,
REL_02376,SHL_SONGBEN_0351,clause,CR_LAISU_0300,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.87）。,傷寒來蘇集:p448,,,,,,,,,,,,
REL_02377,SHL_SONGBEN_0352,clause,CR_LAISU_0301,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.97）。,傷寒來蘇集:p450,,,,,,,,,,,,
REL_02378,SHL_SONGBEN_0337,clause,CR_LAISU_0302,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.92）。,傷寒來蘇集:p452,,,,,,,,,,,,
REL_02379,SHL_SONGBEN_0330,clause,CR_LAISU_0303,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p453,,,,,,,,,,,,
REL_02380,SHL_SONGBEN_0347,clause,CR_LAISU_0304,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.94）。,傷寒來蘇集:p454,,,,,,,,,,,,
REL_02381,SHL_SONGBEN_0340,clause,CR_LAISU_0305,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p455,,,,,,,,,,,,
REL_02382,SHL_SONGBEN_0349,clause,CR_LAISU_0306,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.80）。,傷寒來蘇集:p456,,,,,,,,,,,,
REL_02383,SHL_SONGBEN_0343,clause,CR_LAISU_0307,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p457,,,,,,,,,,,,
REL_02384,SHL_SONGBEN_0069,clause,CR_LAISU_0308,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p458,,,,,,,,,,,,
REL_02385,SHL_SONGBEN_0309,clause,CR_LAISU_0309,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.85）。,傷寒來蘇集:p461,,,,,,,,,,,,
REL_02386,SHL_SONGBEN_0378,clause,CR_LAISU_0310,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.67）。,傷寒來蘇集:p462,,,,,,,,,,,,
REL_02387,SHL_SONGBEN_0243,clause,CR_LAISU_0311,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.95）。,傷寒來蘇集:p463,,,,,,,,,,,,
REL_02388,SHL_SONGBEN_0315,clause,CR_LAISU_0312,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.96）。,傷寒來蘇集:p469,,,,,,,,,,,,
REL_02389,SHL_SONGBEN_0368,clause,CR_LAISU_0313,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.71）。,傷寒來蘇集:p472,,,,,,,,,,,,
REL_02390,SHL_SONGBEN_0303,clause,CR_LAISU_0314,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.90）。,傷寒來蘇集:p473,,,,,,,,,,,,
REL_02391,SHL_SONGBEN_0319,clause,CR_LAISU_0315,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p475,,,,,,,,,,,,
REL_02392,SHL_SONGBEN_0223,clause,CR_LAISU_0167,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.92）。,傷寒來蘇集:p477,,,,,,,,,,,,
REL_02393,SHL_SONGBEN_0224,clause,CR_LAISU_0317,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.91）。,傷寒來蘇集:p478,,,,,,,,,,,,
REL_02394,SHL_SONGBEN_0311,clause,CR_LAISU_0318,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.91）。,傷寒來蘇集:p481,,,,,,,,,,,,
REL_02395,SHL_SONGBEN_0313,clause,CR_LAISU_0319,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.65）。,傷寒來蘇集:p483,,,,,,,,,,,,
REL_02396,SHL_SONGBEN_0318,clause,CR_LAISU_0320,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.79）。,傷寒來蘇集:p486,,,,,,,,,,,,
REL_02397,SHL_SONGBEN_0326,clause,CR_LAISU_0321,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.86）。,傷寒來蘇集:p488,,,,,,,,,,,,
REL_02398,SHL_SONGBEN_0108,clause,CR_LAISU_0322,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.91）。,傷寒來蘇集:p489,,,,,,,,,,,,
REL_02399,SHL_SONGBEN_0109,clause,CR_LAISU_0323,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.89）。,傷寒來蘇集:p490,,,,,,,,,,,,
REL_02400,SHL_SONGBEN_0329,clause,CR_LAISU_0324,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p491,,,,,,,,,,,,
REL_02401,SHL_SONGBEN_0327,clause,CR_LAISU_0325,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p492,,,,,,,,,,,,
REL_02402,SHL_SONGBEN_0328,clause,CR_LAISU_0326,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p493,,,,,,,,,,,,
REL_02403,SHL_SONGBEN_0338,clause,CR_LAISU_0327,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.89）。,傷寒來蘇集:p495,,,,,,,,,,,,
REL_02404,SHL_SONGBEN_0371,clause,CR_LAISU_0328,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p498,,,,,,,,,,,,
REL_02405,SHL_SONGBEN_0373,clause,CR_LAISU_0329,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p499,,,,,,,,,,,,
REL_02406,SHL_SONGBEN_0365,clause,CR_LAISU_0330,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p500,,,,,,,,,,,,
REL_02407,SHL_SONGBEN_0360,clause,CR_LAISU_0331,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.70）。,傷寒來蘇集:p501,,,,,,,,,,,,
REL_02408,SHL_SONGBEN_0361,clause,CR_LAISU_0332,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.80）。,傷寒來蘇集:p502,,,,,,,,,,,,
REL_02409,SHL_SONGBEN_0367,clause,CR_LAISU_0333,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.81）。,傷寒來蘇集:p503,,,,,,,,,,,,
REL_02410,SHL_SONGBEN_0363,clause,CR_LAISU_0334,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.87）。,傷寒來蘇集:p504,,,,,,,,,,,,
REL_02411,SHL_SONGBEN_0346,clause,CR_LAISU_0335,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.92）。,傷寒來蘇集:p505,,,,,,,,,,,,
REL_02412,SHL_SONGBEN_0335,clause,CR_LAISU_0336,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.96）。,傷寒來蘇集:p508,,,,,,,,,,,,
REL_02413,SHL_SONGBEN_0350,clause,CR_LAISU_0191,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.81）。,傷寒來蘇集:p509,,,,,,,,,,,,
REL_02414,SHL_SONGBEN_0336,clause,CR_LAISU_0338,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.95）。,傷寒來蘇集:p510,,,,,,,,,,,,
REL_02415,SHL_SONGBEN_0339,clause,CR_LAISU_0339,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.78）。,傷寒來蘇集:p511,,,,,,,,,,,,
REL_02416,SHL_SONGBEN_0341,clause,CR_LAISU_0340,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.92）。,傷寒來蘇集:p512,,,,,,,,,,,,
REL_02417,SHL_SONGBEN_0342,clause,CR_LAISU_0341,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p513,,,,,,,,,,,,
REL_02418,SHL_SONGBEN_0332,clause,CR_LAISU_0342,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.94）。,傷寒來蘇集:p514,,,,,,,,,,,,
REL_02419,SHL_SONGBEN_0348,clause,CR_LAISU_0343,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.86）。,傷寒來蘇集:p515,,,,,,,,,,,,
REL_02420,SHL_SONGBEN_0331,clause,CR_LAISU_0344,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度1.00）。,傷寒來蘇集:p516,,,,,,,,,,,,
REL_02421,SHL_SONGBEN_0334,clause,CR_LAISU_0345,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.89）。,傷寒來蘇集:p517,,,,,,,,,,,,
REL_02422,SHL_SONGBEN_0344,clause,CR_LAISU_0346,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.79）。,傷寒來蘇集:p518,,,,,,,,,,,,
REL_02423,SHL_SONGBEN_0177,clause,CR_LAISU_0347,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.89）。,傷寒來蘇集:p519,,,,,,,,,,,,
REL_02424,SHL_SONGBEN_0178,clause,CR_LAISU_0348,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.85）。,傷寒來蘇集:p522,,,,,,,,,,,,
REL_02425,SHL_SONGBEN_0392,clause,CR_LAISU_0349,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.88）。,傷寒來蘇集:p527,,,,,,,,,,,,
REL_02426,SHL_SONGBEN_0011,clause,CR_LAISU_0350,commentary,commentary_support,柯琴《傷寒來蘇集》對本條有注（對齊相似度0.92）。,傷寒來蘇集:p529,,,,,,,,,,,,
REL_02427,SHL_SONGBEN_0001,clause,CR_GUANZHU_0001,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p7,,,,,,,,,,,,
REL_02428,SHL_SONGBEN_0326,clause,CR_GUANZHU_0002,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.63）。,傷寒貫珠集:p9,,,,,,,,,,,,
REL_02429,SHL_SONGBEN_0002,clause,CR_GUANZHU_0003,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p12,,,,,,,,,,,,
REL_02430,SHL_SONGBEN_0003,clause,CR_GUANZHU_0004,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.92）。,傷寒貫珠集:p17,,,,,,,,,,,,
REL_02431,SHL_SONGBEN_0012,clause,CR_GUANZHU_0005,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p23,,,,,,,,,,,,
REL_02432,SHL_SONGBEN_0013,clause,CR_GUANZHU_0006,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.90）。,傷寒貫珠集:p31,,,,,,,,,,,,
REL_02433,SHL_SONGBEN_0042,clause,CR_GUANZHU_0007,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p34,,,,,,,,,,,,
REL_02434,SHL_SONGBEN_0044,clause,CR_GUANZHU_0008,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.89）。,傷寒貫珠集:p36,,,,,,,,,,,,
REL_02435,SHL_SONGBEN_0053,clause,CR_GUANZHU_0009,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.73）。,傷寒貫珠集:p39,,,,,,,,,,,,
REL_02436,SHL_SONGBEN_0054,clause,CR_GUANZHU_0010,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.88）。,傷寒貫珠集:p42,,,,,,,,,,,,
REL_02437,SHL_SONGBEN_0095,clause,CR_GUANZHU_0011,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.92）。,傷寒貫珠集:p47,,,,,,,,,,,,
REL_02438,SHL_SONGBEN_0017,clause,CR_GUANZHU_0012,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.90）。,傷寒貫珠集:p55,,,,,,,,,,,,
REL_02439,SHL_SONGBEN_0019,clause,CR_GUANZHU_0013,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p57,,,,,,,,,,,,
REL_02440,SHL_SONGBEN_0035,clause,CR_GUANZHU_0014,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p61,,,,,,,,,,,,
REL_02441,SHL_SONGBEN_0035,clause,CR_GUANZHU_0014,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.64）。,傷寒貫珠集:p63,,,,,,,,,,,,
REL_02442,SHL_SONGBEN_0052,clause,CR_GUANZHU_0016,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p69,,,,,,,,,,,,
REL_02443,SHL_SONGBEN_0046,clause,CR_GUANZHU_0017,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p72,,,,,,,,,,,,
REL_02444,SHL_SONGBEN_0047,clause,CR_GUANZHU_0018,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p76,,,,,,,,,,,,
REL_02445,SHL_SONGBEN_0037,clause,CR_GUANZHU_0019,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.90）。,傷寒貫珠集:p80,,,,,,,,,,,,
REL_02446,SHL_SONGBEN_0036,clause,CR_GUANZHU_0020,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.95）。,傷寒貫珠集:p83,,,,,,,,,,,,
REL_02447,SHL_SONGBEN_0033,clause,CR_GUANZHU_0021,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.85）。,傷寒貫珠集:p86,,,,,,,,,,,,
REL_02448,SHL_SONGBEN_0172,clause,CR_GUANZHU_0022,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p94,,,,,,,,,,,,
REL_02449,SHL_SONGBEN_0219,clause,CR_GUANZHU_0023,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.78）。,傷寒貫珠集:p102,,,,,,,,,,,,
REL_02450,SHL_SONGBEN_0268,clause,CR_GUANZHU_0024,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.83）。,傷寒貫珠集:p104,,,,,,,,,,,,
REL_02451,SHL_SONGBEN_0007,clause,CR_GUANZHU_0025,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.72）。,傷寒貫珠集:p109,,,,,,,,,,,,
REL_02452,SHL_SONGBEN_0009,clause,CR_GUANZHU_0026,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.90）。,傷寒貫珠集:p117,,,,,,,,,,,,
REL_02453,SHL_SONGBEN_0010,clause,CR_GUANZHU_0027,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p119,,,,,,,,,,,,
REL_02454,SHL_SONGBEN_0005,clause,CR_GUANZHU_0028,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p122,,,,,,,,,,,,
REL_02455,SHL_SONGBEN_0083,clause,CR_GUANZHU_0029,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.75）。,傷寒貫珠集:p126,,,,,,,,,,,,
REL_02456,SHL_SONGBEN_0085,clause,CR_GUANZHU_0030,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p130,,,,,,,,,,,,
REL_02457,SHL_SONGBEN_0086,clause,CR_GUANZHU_0031,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.77）。,傷寒貫珠集:p132,,,,,,,,,,,,
REL_02458,SHL_SONGBEN_0087,clause,CR_GUANZHU_0032,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.83）。,傷寒貫珠集:p134,,,,,,,,,,,,
REL_02459,SHL_SONGBEN_0088,clause,CR_GUANZHU_0033,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p137,,,,,,,,,,,,
REL_02460,SHL_SONGBEN_0050,clause,CR_GUANZHU_0034,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.88）。,傷寒貫珠集:p143,,,,,,,,,,,,
REL_02461,SHL_SONGBEN_0027,clause,CR_GUANZHU_0035,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p146,,,,,,,,,,,,
REL_02462,SHL_SONGBEN_0038,clause,CR_GUANZHU_0036,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.95）。,傷寒貫珠集:p165,,,,,,,,,,,,
REL_02463,SHL_SONGBEN_0039,clause,CR_GUANZHU_0037,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度1.00）。,傷寒貫珠集:p172,,,,,,,,,,,,
REL_02464,SHL_SONGBEN_0040,clause,CR_GUANZHU_0038,commentary,commentary_support,尤怡《傷寒貫珠集》對本條有注（對齊相似度0.86）。,傷寒貫珠集:p175,,,,,,,,,,,,
